1210

class: 1
-1, -1, -1, 1, 1, 1, 1, 1, 0, -1, -1
-1, -1, -1, -1, 1, 1, 1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, -1, 1, 1, 0


class: 4
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
1, 1, 1, 1, 0, -1, -1, 1, -1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1
-1, -1, 1, 1, -1, 1, 1, 0, 1, -1, -1
-1, -1, -1, 1, 1, 1, 1, -1, 0, -1, 1
-1, -1, -1, -1, 1, 1, 1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 0


class: 5
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
1, 1, 1, 1, 0, -1, 1, -1, -1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, -1, 1, 0, -1, 1, -1, -1
-1, -1, 1, 1, 1, 1, 1, 0, -1, -1, -1
-1, -1, -1, 1, 1, 1, -1, 1, 0, -1, 1
-1, -1, -1, -1, 1, 1, 1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 0


class: 6
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
1, 1, 1, 1, 0, -1, 1, -1, -1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, -1, 1, 0, 1, -1, -1, -1
-1, -1, 1, 1, 1, 1, -1, 0, -1, -1, 1
-1, -1, -1, 1, 1, 1, 1, 1, 0, -1, -1
-1, -1, -1, -1, 1, 1, 1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, -1, 1, 1, 0


class: 7
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
1, 1, 1, 1, 0, -1, 1, -1, -1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, -1, 1, 0, 1, -1, -1, -1
-1, -1, 1, 1, 1, 1, -1, 0, 1, -1, -1
-1, -1, -1, 1, 1, 1, 1, -1, 0, -1, 1
-1, -1, -1, -1, 1, 1, 1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 0


class: 8
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, 1, -1, -1, 1
1, 1, 1, 1, 0, -1, -1, -1, -1, 1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1
-1, -1, 1, -1, 1, 1, 1, 0, -1, -1, 1
-1, -1, -1, 1, 1, 1, 1, 1, 0, -1, -1
-1, -1, -1, 1, -1, 1, 1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, -1, 1, 1, 0


class: 9
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, 1, -1, -1, 1
1, 1, 1, 1, 0, -1, -1, -1, -1, 1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1
-1, -1, 1, -1, 1, 1, 1, 0, -1, 1, -1
-1, -1, -1, 1, 1, 1, 1, 1, 0, -1, -1
-1, -1, -1, 1, -1, 1, 1, -1, 1, 0, 1
-1, -1, -1, -1, 1, 1, 1, 1, 1, -1, 0


class: 10
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, 1, -1, -1, 1
1, 1, 1, 1, 0, -1, -1, -1, -1, 1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1
-1, -1, 1, -1, 1, 1, 1, 0, 1, -1, -1
-1, -1, -1, 1, 1, 1, 1, -1, 0, -1, 1
-1, -1, -1, 1, -1, 1, 1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 0


class: 11
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, 1, -1, -1, 1
1, 1, 1, 1, 0, -1, -1, -1, -1, 1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1
-1, -1, 1, -1, 1, 1, 1, 0, 1, -1, -1
-1, -1, -1, 1, 1, 1, 1, -1, 0, 1, -1
-1, -1, -1, 1, -1, 1, 1, 1, -1, 0, 1
-1, -1, -1, -1, 1, 1, 1, 1, 1, -1, 0


class: 12
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, 1, -1, -1, 1
1, 1, 1, 1, 0, -1, 1, -1, -1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, -1, 1, 0, -1, -1, -1, 1
-1, -1, 1, -1, 1, 1, 1, 0, -1, 1, -1
-1, -1, -1, 1, 1, 1, 1, 1, 0, -1, -1
-1, -1, -1, 1, 1, 1, 1, -1, 1, 0, -1
-1, -1, -1, -1, 1, 1, -1, 1, 1, 1, 0


class: 13
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, 1, -1, -1, 1
1, 1, 1, 1, 0, -1, 1, -1, -1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, -1, 1, 0, -1, -1, 1, -1
-1, -1, 1, -1, 1, 1, 1, 0, -1, -1, 1
-1, -1, -1, 1, 1, 1, 1, 1, 0, -1, -1
-1, -1, -1, 1, 1, 1, -1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, -1, 1, 1, 0


class: 14
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, 1, -1, -1, 1
1, 1, 1, 1, 0, -1, 1, -1, -1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, -1, 1, 0, -1, -1, 1, -1
-1, -1, 1, -1, 1, 1, 1, 0, -1, 1, -1
-1, -1, -1, 1, 1, 1, 1, 1, 0, -1, -1
-1, -1, -1, 1, 1, 1, -1, -1, 1, 0, 1
-1, -1, -1, -1, 1, 1, 1, 1, 1, -1, 0


class: 15
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, 1, -1, -1, 1
1, 1, 1, 1, 0, -1, 1, -1, -1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, -1, 1, 0, -1, -1, 1, -1
-1, -1, 1, -1, 1, 1, 1, 0, 1, -1, -1
-1, -1, -1, 1, 1, 1, 1, -1, 0, -1, 1
-1, -1, -1, 1, 1, 1, -1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 0


class: 16
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, 1, -1, -1, 1
1, 1, 1, 1, 0, -1, 1, -1, -1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, -1, 1, 0, -1, -1, 1, -1
-1, -1, 1, -1, 1, 1, 1, 0, 1, -1, -1
-1, -1, -1, 1, 1, 1, 1, -1, 0, 1, -1
-1, -1, -1, 1, 1, 1, -1, 1, -1, 0, 1
-1, -1, -1, -1, 1, 1, 1, 1, 1, -1, 0


class: 17
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, 1, -1, -1, 1
1, 1, 1, 1, 0, -1, 1, -1, -1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, -1, 1, 0, 1, -1, -1, -1
-1, -1, 1, -1, 1, 1, -1, 0, -1, 1, 1
-1, -1, -1, 1, 1, 1, 1, 1, 0, -1, -1
-1, -1, -1, 1, 1, 1, 1, -1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, -1, 1, 1, 0


class: 18
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, 1, -1, -1, 1
1, 1, 1, 1, 0, -1, 1, -1, -1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, -1, 1, 0, 1, -1, -1, -1
-1, -1, 1, -1, 1, 1, -1, 0, 1, 1, -1
-1, -1, -1, 1, 1, 1, 1, -1, 0, -1, 1
-1, -1, -1, 1, 1, 1, 1, -1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 0


class: 19
0, -1, -1, -1, 1, -1, 1, -1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
-1, 1, 1, 1, 0, -1, -1, 1, 1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1
1, -1, 1, 1, -1, 1, 1, 0, -1, -1, -1
-1, -1, -1, 1, -1, 1, 1, 1, 0, -1, 1
-1, -1, -1, -1, 1, 1, 1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 0


class: 20
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, 1, -1, -1, -1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
1, -1, 1, 1, 0, -1, -1, 1, 1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1
-1, 1, 1, 1, -1, 1, 1, 0, -1, -1, -1
-1, -1, -1, 1, -1, 1, 1, 1, 0, -1, 1
-1, -1, -1, -1, 1, 1, 1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 0


class: 21
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, 1, -1, 1, -1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
1, 1, 1, 1, 0, -1, -1, -1, 1, -1, -1
1, -1, 1, 1, 1, 0, -1, -1, 1, -1, -1
-1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1
-1, -1, 1, 1, 1, 1, 1, 0, -1, -1, -1
-1, 1, -1, 1, -1, -1, 1, 1, 0, -1, 1
-1, -1, -1, -1, 1, 1, 1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 0


class: 22
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, 1, 1, -1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
1, 1, 1, 1, 0, -1, -1, -1, 1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, -1, 1, 1, 1, 1, 0, -1, 1, -1, -1
-1, -1, 1, 1, 1, 1, 1, 0, -1, -1, -1
-1, 1, -1, 1, -1, 1, -1, 1, 0, -1, 1
-1, -1, -1, -1, 1, 1, 1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 0


class: 23
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, 1, -1, -1, 1, 1, -1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
1, -1, 1, 1, 0, -1, -1, -1, 1, 1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1
-1, -1, 1, 1, 1, 1, 1, 0, -1, -1, -1
-1, -1, -1, 1, -1, 1, 1, 1, 0, -1, 1
-1, 1, -1, -1, -1, 1, 1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 0


class: 24
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, 1, -1, 1, 1, -1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
1, 1, 1, 1, 0, -1, -1, -1, 1, -1, -1
1, -1, 1, 1, 1, 0, -1, -1, -1, 1, -1
-1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1
-1, -1, 1, 1, 1, 1, 1, 0, -1, -1, -1
-1, -1, -1, 1, -1, 1, 1, 1, 0, -1, 1
-1, 1, -1, -1, 1, -1, 1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 0


class: 25
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, 1, -1, -1, 1, 1, 1, -1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
1, -1, 1, 1, 0, -1, -1, -1, 1, -1, 1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1
-1, -1, 1, 1, 1, 1, 1, 0, -1, -1, -1
-1, -1, -1, 1, -1, 1, 1, 1, 0, -1, 1
-1, -1, -1, -1, 1, 1, 1, 1, 1, 0, -1
-1, 1, -1, -1, -1, 1, 1, 1, -1, 1, 0


class: 26
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, 1, -1, 1, 1, 1, -1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
1, 1, 1, 1, 0, -1, -1, -1, 1, -1, -1
1, -1, 1, 1, 1, 0, -1, -1, -1, -1, 1
-1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1
-1, -1, 1, 1, 1, 1, 1, 0, -1, -1, -1
-1, -1, -1, 1, -1, 1, 1, 1, 0, -1, 1
-1, -1, -1, -1, 1, 1, 1, 1, 1, 0, -1
-1, 1, -1, -1, 1, -1, 1, 1, -1, 1, 0


class: 27
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, 1, 1, 1, 1, -1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
1, 1, 1, 1, 0, -1, -1, -1, 1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, -1, 1, 1, 1, 1, 0, -1, -1, -1, 1
-1, -1, 1, 1, 1, 1, 1, 0, -1, -1, -1
-1, -1, -1, 1, -1, 1, 1, 1, 0, -1, 1
-1, -1, -1, -1, 1, 1, 1, 1, 1, 0, -1
-1, 1, -1, -1, 1, 1, -1, 1, -1, 1, 0


class: 28
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, 1, -1, -1, -1, 1, 1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
1, 1, 1, 1, 0, -1, -1, -1, 1, -1, -1
1, 1, -1, 1, 1, 0, -1, -1, 1, -1, -1
-1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1
-1, -1, 1, 1, 1, 1, 1, 0, -1, -1, -1
-1, -1, 1, 1, -1, -1, 1, 1, 0, -1, 1
-1, -1, -1, -1, 1, 1, 1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 0


class: 29
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, 1, -1, -1, -1, 1, -1, 1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
1, 1, -1, 1, 0, -1, -1, -1, 1, 1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1
-1, -1, 1, 1, 1, 1, 1, 0, -1, -1, -1
-1, -1, -1, 1, -1, 1, 1, 1, 0, -1, 1
-1, -1, 1, -1, -1, 1, 1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 0


class: 30
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, 1, -1, -1, 1, -1, 1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
1, 1, 1, 1, 0, -1, -1, -1, 1, -1, -1
1, 1, -1, 1, 1, 0, -1, -1, -1, 1, -1
-1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1
-1, -1, 1, 1, 1, 1, 1, 0, -1, -1, -1
-1, -1, -1, 1, -1, 1, 1, 1, 0, -1, 1
-1, -1, 1, -1, 1, -1, 1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 0


class: 31
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, 1, -1, -1, -1, 1, 1, -1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
1, 1, -1, 1, 0, -1, -1, -1, 1, -1, 1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1
-1, -1, 1, 1, 1, 1, 1, 0, -1, -1, -1
-1, -1, -1, 1, -1, 1, 1, 1, 0, -1, 1
-1, -1, -1, -1, 1, 1, 1, 1, 1, 0, -1
-1, -1, 1, -1, -1, 1, 1, 1, -1, 1, 0


class: 32
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, 1, -1, -1, 1, 1, -1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
1, 1, 1, 1, 0, -1, -1, -1, 1, -1, -1
1, 1, -1, 1, 1, 0, -1, -1, -1, -1, 1
-1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1
-1, -1, 1, 1, 1, 1, 1, 0, -1, -1, -1
-1, -1, -1, 1, -1, 1, 1, 1, 0, -1, 1
-1, -1, -1, -1, 1, 1, 1, 1, 1, 0, -1
-1, -1, 1, -1, 1, -1, 1, 1, -1, 1, 0


class: 33
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, 1, -1, 1, 1, -1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
1, 1, 1, 1, 0, -1, -1, -1, 1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, -1, 1, 1, 1, 0, -1, -1, -1, 1
-1, -1, 1, 1, 1, 1, 1, 0, -1, -1, -1
-1, -1, -1, 1, -1, 1, 1, 1, 0, -1, 1
-1, -1, -1, -1, 1, 1, 1, 1, 1, 0, -1
-1, -1, 1, -1, 1, 1, -1, 1, -1, 1, 0


class: 34
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, 1, -1, -1, -1, 1
1, 1, 1, 1, 0, -1, -1, -1, 1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, -1, 1, 1, 0, -1, -1, 1, -1
-1, -1, 1, 1, 1, 1, 1, 0, -1, -1, -1
-1, -1, -1, 1, -1, 1, 1, 1, 0, -1, 1
-1, -1, -1, 1, 1, 1, -1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 0


class: 35
0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, 1, -1, -1, 1, -1
1, 1, 1, 1, 0, -1, -1, -1, 1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, -1, 1, 1, 0, -1, -1, -1, 1
-1, -1, 1, 1, 1, 1, 1, 0, -1, -1, -1
-1, -1, -1, 1, -1, 1, 1, 1, 0, -1, 1
-1, -1, -1, -1, 1, 1, 1, 1, 1, 0, -1
-1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0


class: 36
0, -1, -1, 1, -1, -1, -1, 1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
-1, 1, 1, 0, -1, -1, 1, -1, -1, 1, 1
1, 1, 1, 1, 0, -1, -1, 1, -1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
1, 1, 1, -1, 1, 1, 0, -1, -1, -1, -1
-1, -1, 1, 1, -1, 1, 1, 0, -1, -1, 1
-1, -1, -1, 1, 1, 1, 1, 1, 0, -1, -1
-1, -1, -1, -1, 1, 1, 1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, -1, 1, 1, 0


class: 37
0, -1, -1, 1, -1, -1, 1, -1, 1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
-1, 1, 1, 0, -1, -1, -1, 1, -1, 1, 1
1, 1, 1, 1, 0, -1, -1, 1, -1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1
1, -1, 1, -1, -1, 1, 1, 0, -1, -1, 1
-1, -1, -1, 1, 1, 1, 1, 1, 0, -1, -1
-1, -1, -1, -1, 1, 1, 1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, -1, 1, 1, 0


class: 38
0, -1, -1, -1, 1, -1, 1, 1, -1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
-1, 1, 1, 1, 0, -1, -1, 1, 1, -1, -1
1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1
-1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1
-1, -1, 1, 1, -1, 1, 1, 0, -1, -1, 1
1, -1, -1, 1, -1, 1, 1, 1, 0, -1, -1
-1, -1, -1, -1, 1, 1, 1, 1, 1, 0, -1
-1, -1, -1, -1, 1, 1, 1, -1, 1, 1, 0


class: 39
0, -1, -1, -1, -1, 1, 1, 1, -1, 1, 1
1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1
1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1
1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 1
